,ID,Target,Tweet,label,categorical,subjectivity,polarity
1299,1498,Hate,"Great video on refugee crisis ""These are people, not numbers"" RT : /3 of all refugees come from just countries. Syria Afghanistan South Sudan Myanmar SomaliaImagine what peace in just one of those countries could mean.",0,CAT,0,0
1300,1499,Hate,"continues to refuse to allow Syrian across the border, including those who face persecution from the regime if they return home.",0,CAT,0,0
1301,1500,Hate,Sweden will get soon a country of third world. To much refugees and a wrong socialfaresystem will bring the economy to ground.,0,CAT,0,0
1302,1501,Hate,The parents accuse the priest of harassing their daughter and for attempting to convert her to Christianity,0,CAT,0,0
1303,1502,Hate,Leave us a alon damn migrants go home,1,CAT,0,0
1304,1503,Hate,I Can't Stand The and Are Miserable Ppl,0,CAT,0,0
1305,1504,Hate,Hull... city of culture?? To the idiots holding up signs across Europe 'refugees welcome' hang your heads in fucking disgrace!!! Let's hope it's not one of you next,1,CAT,0,0
1306,1505,Hate,Barbara Jordan Press Conference on Legal Immigration via,0,CAT,0,0
1307,1506,Hate,Trixie is so peng YEAH SHES PENGGGG for an immigrant tho,0,CAT,0,0
1308,1507,Hate,"To be clear: the people on the left are the future of the Democratic Party, the people on the right are the future of the Republican Party. As an immigrant i walked away from the people on the left and I joined with honor the people on the right",0,CAT,0,0
1309,1508,Hate,Serbian government committed to resolving refugee issue,0,CAT,0,0
1310,1509,Hate,Italy to help check Tunisia migrant flows - Defence Minister,0,CAT,0,0
1311,1510,Hate,Dehumanising language to describe migrants. Anyone NOT doing this nowadays? Its all a load of bollocks btw.,0,CAT,0,0
1312,1511,Hate,"WAIT, ARE YOU EVEN ALLOWED TO SAY THIS NOW? Anti-ILLEGAL immigration, like pro-ILLEGAL immigration, is a legitimate political position.",0,CAT,0,0
1313,1512,Hate,Iris scans + food = for in Uganda. Read our new blog:,0,CAT,0,0
1314,1513,Hate,Charlie Faker Baker is a traitor! He prefers illegal immigrants over American citizens! He claims he worries about the illegal immigrant children but doesnt care about all the children that have,1,CAT,0,0
1315,1514,Hate,The of VA welcomes all immigrants to its benefit and theirs,0,CAT,0,0
1316,1515,Hate,We need to keep saying it until its built!,1,CAT,0,0
1317,1516,Hate,Have you seen this yet ?,0,CAT,0,0
1318,1517,Hate,Austrian newspaper KURIER dont speak of the new Antisemitism of islamic refugees.,1,CAT,0,0
1319,1518,Hate,"I How long before there becomes here? With no assimilating, open borders and the diluting of American and . America is becoming there!",1,CAT,0,0
1320,1519,Hate,Immigration in a picture,0,CAT,0,0
1321,1520,Hate,"Wannabe rocker Scarborough credits Obama for strong economy: ""This is not an economy Donald Trump gave us. This joker is so jealous of the PresidentPresident Trump drives Joe and Mika crazy because he has done more in less than years than Obama did in years",0,CAT,0,0
1322,1521,Hate,"Even CNN says Trudeau is in trouble over illegal immigration. It says his focus should be on what he can control, starting with curbing the flow of migrants crossing into Canada. He is under growing pressure from provincial premiers and big city mayors",0,CAT,0,0
1323,1522,Hate,,0,CAT,0,0
1324,1523,Hate,"My clothes, my choice: Denmarks ban on Muslim face veils is met with protest | National PostBet you didn't say that to the immigration officer during your interview...",0,CAT,0,0
1325,1524,Hate,"The Judge will be overturned, the President has control over immigration not the courts.",1,CAT,0,0
1326,1525,Hate,WE Know that the Americans Killed by Illegals will never be reunited and that is unacceptable Start Mass deportations of All ILLEGALS who have no right to be in the U.S Protect Americans Not Illegals,1,CAT,0,0
1327,1526,Hate,"First one officer was in Calais injured. Police open fire to refugees, which want to go to Greatbritan by car.",0,CAT,0,0
1328,1527,Hate,Thats a lie you can not merge Legal Immigrants with Illegal Aliens Stats to come out with a,0,CAT,0,0
1329,1528,Hate,Why on earth would Syrian refugees have any trust in Russia?,0,CAT,0,0
1330,1529,Hate,is tomorrow! You can help refugee rebuild their lives in the U.S. by joining our World Refugee Day campaign. Get started _x009d_,0,CAT,0,0
1331,1530,Hate,Laura Lunn has always been passionate about working with asylee &amp; refugee populations. Learn how she is leading the charge for immigrant rights in her role as Managing Attorney for the Detention Program at,0,CAT,0,0
1332,1531,Hate,"I am not surprised she agrees with Brandon Lewis, she probably told him what to say !Would this lightweight chairperson really start an internecine battle in the Tory Party without prior agreement from the PM ?Do me a favour !",0,CAT,0,0
1333,1532,Hate,Merkel calls for 'more control on migration',0,CAT,0,0
1334,1533,Hate,Protesters in DC Rally For Immigration Rights,0,CAT,0,0
1335,1534,Hate,The German Government Pays for Week Vacation for Refugees to Go Home (?) German citizens have turned into brainless sheep to tolerate this.,0,CAT,0,0
1336,1535,Hate,"production... Gee, they should trademark it!A Czech tourist notices something odd about these drowning refugees - they R part of the paid filming crew! Oh the poor ! coproduction! smirks contentedly..",1,CAT,0,0
1337,1536,Hate,"Russia, Turkey, Jordan are in talks on return of Syrian refugees Lavrov",0,CAT,0,0
1338,1537,Hate,"refuegges went to Spain in the last days. Spain decided to let them in free without any registration. Sozialists say, this is a problem for Europe and the refugees will run now against north to foolish Germany.",1,CAT,0,0
1339,1538,Hate,"IngrHam, wr R the far Lefties now (Global kooks).. why R they not protesting in these countries where these immigrants are fleeing from (come on George $orOh$) and thats why we R smart enough not to buy into t",1,CAT,0,0
1340,1539,Hate,"Stephen Miller (right) and Larry McKenney of Capitol Radiology listen as Trump speaks during a meeting at the White House last year. are not in , we have to start limiting legal immigration. And completely stop illegal immigration.",1,CAT,0,0
1341,1540,Hate,Sad to see how entire forest ridge around Nizzamudin-Delhi being encroached by Muslim community&amp;Bangladeshi illegal immigrants.NO ACTION,1,CAT,0,0
1342,1541,Hate,"Fists fly, and so does a megaphone, as rapefugee crisis inflames local politics in Dhimmi Toronto area",0,CAT,0,0
1343,1542,Hate,"migrants have died in Mediterranean in , Italy deadliest route: U.N.",0,CAT,0,0
1344,1543,Hate,"Stop Using MLK to Support Illegal Aliens Who Kill Bladks, Take Jobs From Blacks and Destroy the Black Community MLK did not Support Illegal BLACK TRUMP SUPPORTER DROPS THE MIC, ""SANCTUARY CITIES ARE RACIST!""",1,CAT,0,0
1345,1544,Hate,What does mean for s ?,0,CAT,0,0
1346,1545,Hate,[Feature] Congolese refugees ask Korean firm not to supply voting machines to their country,0,CAT,0,0
1347,1546,Hate,"CNN :55am DEPORTED PARENTS WAIT MONTHS TO REUNITE WITH CHILDREN. . Mario Russell Immigrant &amp; Refugee Services, Catholic Charities...",0,CAT,0,0
1348,1547,Hate,German Minister of Family Affairs blames Germany for rape attacks by migrants - Free Speech Time -,1,CAT,0,0
1349,1548,Hate,! OLD BUT GOOD ENOUGH! % of Illegal Immigrant Households on Welfare | Steven Camarota and Ste... via,0,CAT,0,0
1350,1549,Hate,Very good news! These people are not refugees!,0,CAT,0,0
1351,1550,Hate,Identity cards 'would curb illegal immigration and prevent another Windrush',0,CAT,0,0
1352,1551,Hate,The Homeland Security in USA knows that refugees of all countries into the USA is a highrisk for the USA and shoud be stopped quick.,1,CAT,0,0
1353,1552,Hate,"HUGE mistake, anyone living there should immediately move out of the state, endangering children like this should never happen, girls, females will be attacked and raped due to it, so dumb",1,CAT,0,0
1354,1553,Hate,"Tucker Carson ""We need to start looking at the relationship between immigration and crime"" Yes we do thanks bro _x008f_",1,CAT,0,0
1355,1554,Hate,This Open Letter From Detained Immigrant Parents To The American People Is Soul-Crushing,0,CAT,0,0
1356,1555,Hate,"Meet Karamba, a gregarious East High School Senior in , soccer and football student athlete, and aspiring doctor with a heart to serve others. A former refugee from D. R. Congo, he eagerly met with Tennessee...",0,CAT,0,0
1357,1556,Hate,O the Highest Authority of all the authorities! Help to end Genocide and facilitate safe repatriation of refugees in . O the Most Liberal Who is besought! Liberate all persecuted people including Rohingya on Earth.,0,CAT,0,0
1358,1557,Hate,"Yep, around % of Syrian refugees in Jordan live in urban settings. That's why it's important to target the urban refugee population. At CRP, we serve refugees living in Amman, many of whom are Syrian.",0,CAT,0,0
1359,1558,Hate,Private prison operators are cashing in on zero tolerance. % of immigrant detainees are being held in facilities owned by private companies. Stocks in private prisons have risen over % since Trumps election.,0,CAT,0,0
1360,1559,Hate,Burundi government denies involvement in forced repatriation of refugees,1,CAT,0,0
1361,1560,Hate,New U.S. Policy Raises Risk of Deportation for Immigrant Victims of Trafficking,0,CAT,0,0
1362,1561,Hate,want Canada to prioritize and welcome the most vulnerable in greatest need of our sanctuary not just the relatively resourced asylum seekers who can reach our physical borders.,0,CAT,0,0
1363,1562,Hate,"HOW REFRESHING! In South Korea, there is no such thing as 'political correctness"" when it comes to dealing with Muslim refugee wannabes via",1,CAT,0,0
1364,1563,Hate,See it WORKS!,1,CAT,0,0
1365,1564,Hate,"Cry baby Hollywood Dems Anti-Trump celebs too poor to run as a Mayor to show everyone they can be better politicians than him. Comments? no no no no new war under Trump, Europe is still handling the refugees from Obama's wars. Hi Ohio! weekend feels",0,CAT,0,0
1366,1565,Hate,A question: should Tom Watson or any other labour MP be taking funding from a reported racist/facist?,0,CAT,0,0
1367,1566,Hate,Its ok to be white,0,CAT,0,0
1368,1567,Hate,Nigerian Immigrant Doctor Sexually Assaulted Several Patients In Texas Scum update...,0,CAT,0,0
1369,1568,Hate,Is the most dangerous politician in Canada a Somali Muslim migrant? via Trudope gone insane...,1,CAT,0,0
1370,1569,Hate,"In : it's time to let diversity be someone else's strength.Remigration : Easy come, easy GO!! country was my home, now its a hotel, and they think I'm going to be a waiter.",1,CAT,0,0
1371,1570,Hate,"Liberals on odd days: Modi's India is saffron terror, Hindu Taliban, minority lyncher, intolerant, fascist regime. Liberals on even days: Illegal Muslim Bangladeshi migrants feel home in India. Why should they go?",0,CAT,0,0
1372,1571,Hate,Populists are not anti immigrant or anti immigration or emigration they are PRO rational fair laws of Allan,0,CAT,0,0
1373,1572,Hate,But its humane for to kill Americans? Crazy sick.,1,CAT,0,0
1374,1573,Hate,The three mothers of the malnourished children found living in a filthy New Mexico compound were arrested and charged Sunday along with two men described as armed Muslim extremists after authorities raided the property in search of a -year-old boy.,0,CAT,0,0
1375,1574,Hate,Who actually hopes this?nobody does,1,CAT,0,0
1376,1575,Hate,European Commission presents plan on creating migration centers,0,CAT,0,0
1377,1576,Hate,People like and is the reason why Trump need to !!!!,1,CAT,0,0
1378,1577,Hate,From janitor to nurse. How an Ethiopian immigrant seized his American dream in Minnesota:,0,CAT,0,0
1379,1578,Hate,"Watch: Merkel's Germany is starting to look like Syria - immigrants set cars on fire ""just for fun"" - Free Speech Time -",1,CAT,0,0
1380,1579,Hate,"This will be great. Hope puts someone in charge who makes sure All $$$ goes toward construction costs. And he/she better get it going after day, Every million donated.",1,CAT,0,0
1381,1580,Hate,"Behold the future DACA America - unless we Man The F*ck Up and Deport the illegal aliens.Sooner or later this will be us, having to take to streets crying out for our fellow Americans to MAN THE F*CK UP and save our girls.",1,CAT,0,0
1382,1581,Hate,It will only be a matter of time before something happens to those ranchers.,1,CAT,0,0
1383,1582,Hate,"He's fighting because it's his last stand, he knows jail is in his future. POS. . . . . .",1,CAT,0,0
1384,1583,Hate,Behind the migrant and refugees labels are individual human beings. Read interview,0,CAT,0,0
1385,1584,Hate,Look at this news article from The Daily Caller: Antonio Sabato Jr: Im An Immigrant And I Support Trumps Wall [VIDEO],0,CAT,0,0
1386,1585,Hate,"ILLEGAL Immigrant Shoots Gun, Claims Hes Protected By The SecondAmendment",0,CAT,0,0
1387,1586,Hate,"Syrian refugee, fishermans friend: How a retiring couple found a new heir to their Lake Ontario business",0,CAT,0,0
1388,1587,Hate,Oh we created the Mexican refugees? Americans fight for their country. Others run....,1,CAT,0,0
1389,1588,Hate,"Australian Gill Boehringer, an -year old human rights defender was barred from entering the country. Immigration bureau said that he is block-listed because of alleged involvement in an international fact-finding...",0,CAT,0,0
1390,1589,Hate,"U.S. should stop detaining migrants, separating children: U.N.",0,CAT,0,0
1391,1590,Hate,"at all voting booths! Deport all illegals , report the employers that are hiring them! They take our IDs vote in our elections and are a drain on our resources not to mention the drugs and murder. We are tired of it",1,CAT,0,0
1392,1591,Hate,Who is behind the Antifa Socialists? Organized Labor Unions. Immigrant Rights Groups. Artists. .....and more than likely a man named George Soros.,0,CAT,0,0
1393,1592,Hate,"LMAOOOOOOOO!!! Stuff I Say... Some stuff be so damn Funny...Especially when it comes to Illegal Immigrants who are full fledged CRIMINALS Coming to America &amp; I said ""Fall off the Boat &amp; Fall all the way, as in a GO BACK HOME In even that"". Funny &amp; yet Truthful lolll lol dude smh",1,CAT,0,0
1394,1593,Hate,"In recent months, the focus of the media has been on the Rohingya refugees in India or recently about the furor over NRC in Assam. But the fact that Sri Lankan refugees, have been here for nearly years,...",0,CAT,0,0
1395,1594,Hate,thanks for ruining a beloved song from The Sound of Music by using that extremely creepy electronic version in your commercial. Shame on you.,0,CAT,0,0
1396,1595,Hate,World should manage crisis humanely,0,CAT,0,0
1397,1596,Hate,"Where are the girl refugees, asylum seekers, children?",0,CAT,0,0
1398,1597,Hate,"They can help and take the children into their churches and feed them - also in Italia the Pope can open the petersdome for refugees, which will sheet into the building sure.",0,CAT,0,0
1399,1598,Hate,Did you know?Government statistics of crimes committed by illegalsIllegals comprise % of populationIllegals account for72% of all drug possession33& of all money laundering29% of all drug trafficking22% of all federal murders18%of all frauds,1,CAT,0,0
1400,1599,Hate,Russian immigrant seeks Democratic nomination for Alaskas U.S. House seat,0,CAT,0,0
1401,1600,Hate,Attacks on Kurds in a Greek camp raise fears that conflict in Syria has followed refugees abroad,1,CAT,0,0
1402,1601,Hate,"This is outrageous! But, sadly, this kind of corruption is what we've gotten used to with our current administration!",0,CAT,0,0
1403,1602,Hate,"Candidates, pay attention: We're building the most powerful force to ever hit midterm elections. If you're not actively working to dismantle the president's anti-immigrant machine, you're complicit. And we'll make sure your voters remember.",0,CAT,0,0
1404,1603,Hate,"If want a - Give us a WALL!! works for US, not themselves and the Special Interests who pour BILLIONS of dollars into their Coffers. It's not up to them, it's up to US!",1,CAT,0,0
1405,1604,Hate,The Latest: reports migrant rescues at sea,0,CAT,0,0
1406,1605,Hate,String him up to show the message that you will pay for your crimes in a COUNTRY where you are NOT supposed to be in! We are losing our legal citizens to those who should not be here in the first place! If they we,1,CAT,0,0
1407,1606,Hate,"On Wednesday, August , DACA will be back in the courts &amp; this time, Texas Judge Andrew Hanen, a well-known anti-immigrant zealot, will decide the programs fate. Here's a recap of Hanen and Paxtons anti-immigrant partnership in U.S. v. Texas:",0,CAT,0,0
1408,1607,Hate,"Lawyer Mana Yegani: Immigrant Child Died In ICE Detention Center, Texas",0,CAT,0,0
1409,1608,Hate,"mulled disrupting the U.N. agency that provides relief to Palestinian refugees, a report says...",0,CAT,0,0
1410,1609,Hate,Mike Tyson calls Syrian refugees cowards. I agree.,1,CAT,0,0
1411,1610,Hate,"The story of an immigrant community in Columbus, Ohio and how changes in immigration enforcement are impacting them:",0,CAT,0,0
1412,1611,Hate,Lesbos/Greece: Muslim refugees fight against christians there. Why Greece dont arrest them and send them home ?,1,CAT,0,0
1413,1612,Hate,Illegal Alien kills Search Dogs during pursuit,1,CAT,0,0
1414,1613,Hate,U.N. pact offers hope to world's climate migrants,0,CAT,0,0
1415,1614,Hate,"WASHINGTON Many Muslim immigrants express a sentiment of entitlement, believing they one day will replace the...",0,CAT,0,0
1416,1615,Hate,The tragedy also showed that refugees did get housing when they came to the UK I think the Uk treats refugees fair complainingno,0,CAT,0,0
1417,1616,Hate,Stay strong Sabine we are with you! Whatever you need just ask,1,CAT,0,0
1418,1617,Hate,", amazing show tonightPresident Trump doesn't need Congress to Build The Wall.Thank you Trump, we are being invaded by a foreign country; defending our Borders is the job of the Commander-In-Chief. PLEASE",1,CAT,0,0
1419,1618,Hate,Immigrant Families Being Reunited,0,CAT,0,0
1420,1619,Hate,"Time to wake up!""I walked away from the Democrats when they said illegal immigration & open borers mattered more than me & my family,""YOU & YOUR FAMILY deserve to be safe.President Trump's highest duty is to keep America safe.",1,CAT,0,0
1421,1620,Hate,"o right settle down m turks could invade Europe no more kebabs ,Cameron ur immigration policy as a nappy for constipated people",1,CAT,0,0
1422,1621,Hate,"Protesters condemn US treatment of migrants, block bus",0,CAT,0,0
1423,1622,Hate,"NO Thank You! Selling out Americans! Selling US jobs at all levels to ONE country! Stealing visas from other eligible nations. the US gets our own countrymen back to work & boost our economy, H1B H2B",1,CAT,0,0
1424,1623,Hate,Like Assam WB too is reeling under evil influence of illegal migrants So people there are also hopeful that NRC will soon be begun there too Only the BJP Govt under NaMo can have the gutts to do so Hence the celebrations,1,CAT,0,0
1425,1624,Hate,,0,CAT,0,0
1426,1625,Hate,shes illegal. She admits it- why is she not deported? Why must we wait until AFTER they maim or kill before you deport??,1,CAT,0,0
1427,1626,Hate,it came to Liberals told us Its the law of the land!...,0,CAT,0,0
1428,1627,Hate,"So far, over people have decided to rally the support of their friends &amp; family to support refugees when they arrive in the U.S. Thank you!There is still plenty of time to join this campaign and help refugees rebuild their lives. Join here _x009d_",0,CAT,0,0
1429,1628,Hate,"Lawmakers will hear testimony on detention centers, after death of immigrant child who left facility",0,CAT,0,0
1430,1629,Hate,"Immigration:When a group of smiling rd world faces move into your street, they know that the nice dumb White people will transfer $$ to pay for the new school and the costs of teaching lower-IQ kids.The White pioneers see their tax",1,CAT,0,0
1431,1630,Hate,"Germany frets, Soros lurks, as Spanish Socialists welcome Africanmigrants...",0,CAT,0,0
1432,1631,Hate,"It does not matter who you are, old or young, rich or poor, male or female, left or right, citizen or immigrant, NOBODY should be subjected to this kind of treatment while incarcerated, least of all children. This is not a matter of politics, it is a matter of human dignity.",0,CAT,0,0
1433,1632,Hate,Germany: Mass migration of un-assimilatable illegal alien people. PM Merkel and entire govt. will have a civil war of their own making.,1,CAT,0,0
1434,1633,Hate,"Wherever they arrive migrants bring destruction, unrest, fear &amp; crime!So why do we keep taking them in? people may have voted in a socialist government but surely they haven't voted for their own demiseVote the gov down, fight back or accept being conquered",1,CAT,0,0
1435,1634,Hate,Immigrants &amp; community colleges - our students really made the day &amp; thanks to for presentation on the ADVANCE program and Teresita Wisell,0,CAT,0,0
1436,1635,Hate,Eight face prosecutor over murder of migrant,0,CAT,0,0
1437,1636,Hate,"Iraqi ""man"" arrested for police officer shooting in Colorado Springs... secret decoder ring needed to figure out which legal immigration program he used to get in here! Refugee? Special Immigrant Visa for Afghans and Iraqis? What?",0,CAT,0,0
1438,1637,Hate,Chinese officials have complained when Hong Kong's Foreign Correspondents' Club has hosted controversial speakers. Now one former city leader is criticizing the group's lease of a government building.,0,CAT,0,0
1439,1638,Hate,"Immigrant Rights Advocates Protest Boughton, Cooperation With ICE",0,CAT,0,0
1440,1639,Hate,Bangladesh's plan to move Burmese refugees from world's largest camp to this flood-prone uninhabited island would create world's largest island detention center,0,CAT,0,0
1441,1640,Hate,Child Prostitution: Feds Break Up Mexico-to-Queens Sex Trafficking Ring via,0,CAT,0,0
1442,1641,Hate,would any of your staff/volunteers be interested?,0,CAT,0,0
1443,1642,Hate,"Oh no! Sick of leftist lunacy. They stir them to hysteria to do the dirty work for ""the party"". Enough - dems care about none. jeep great to all that support Trump and his supporters.",1,CAT,0,0
1444,1643,Hate,"WATCH WHAT HAPPENS NEXT! Muslim migrant challenges welfare worker, and t... via 'S EXACTLY WHAT WE MUST DO !!!",1,CAT,0,0
1445,1644,Hate,is enough to life; a customer declares how this is easy possible. Normally refugees should get only bread and water and no money and they should sleep in a tent.,1,CAT,0,0
1446,1645,Hate,gay capital/immigrant sanctuary - a stark depiction of the cretinous ideological delusion the left inhabits 'Asian' Men Sought After Homophobic Assault in UK 'City of Sanctuary' via,0,CAT,0,0
1447,1646,Hate,BIG BEATIFUL WALL!,1,CAT,0,0
1448,1647,Hate,"While building a wall, give illegal immigrants a year to come forward giving them a process to become legal",1,CAT,0,0
1449,1648,Hate,Hundreds of Syrian refugees started crossing the border from Lebanon on Saturday.,0,CAT,0,0
1450,1649,Hate,"The red line is being drawn, and we are sick of illegals killing innocent Americans or almost.",1,CAT,0,0
1451,1650,Hate,"I am a proud, Mexican immigrant. I love this country. I've been told all my life I should be a democrat because I'm Mexican, an immigrant and a minority. That is absolute trash. The democRats hate America and want to take away our rights given to us in the constitution.",0,CAT,0,0
1452,1651,Hate,Look in the face of this criminal captain. He rescued refugees against law and is now by court in Malta. Hopefully he will get a hard fine and his ship will taken away.,1,CAT,0,0
1453,1652,Hate,"Another one of Dreamers has murdered people n Arizona, one of them a baby.",1,CAT,0,0
1454,1653,Hate,"We cannot as a city or a country stand proudly and say that we welcome refugees whilst at the same time refusing to act humanely or indeed act at all, in situations such as these.",0,CAT,0,0
1455,1654,Hate,Happening now! Don't miss your chance to attend the Immigrant Arts and Women's empowerment summit hosted by our friends,0,CAT,0,0
1456,1655,Hate,Back From Dilley Immigrant Detention Center: Interview With Nolo Immigration Attorney/Volunteer Kyle Knapp,0,CAT,0,0
1457,1656,Hate,"This is disgusting!Pakistani doctor in watches video of his son raping a year old girl and says, ""He would make a good Gynecologist"". ://",0,CAT,0,0
1458,1657,Hate,no thanks they are the reason we are not independent selfish individuals who wanted to use the NHS etc to much immigration no thanks,0,CAT,0,0
1459,1658,Hate,Labour has mishandled cases of antisemitism. Conservative party is run by a vicar's daughter who organised a van to drive around telling immigrants to 'go home' and openly supports UKIP and DUP racism and thuggery.I don't see an equivalence.,1,CAT,0,0
1460,1659,Hate,Over undocumented migrants held in Turkey,0,CAT,0,0
1461,1660,Hate,Video: opens refugee camp after becoming new destination for migrants,0,CAT,0,0
1462,1661,Hate,Germany's BAMF migration office warns against fake employees,0,CAT,0,0
1463,1662,Hate,"Illegal Aliens should all be deported along with their entire family NOT, I repeat NOT given free anything .. from the Pa",1,CAT,0,0
1464,1663,Hate,Are you bilingual? This is how you can use your language skills to help refugees._x008f_,0,CAT,0,0
1465,1664,Hate,EVERY DAMN DAY REPORTED A CHILD RAPED BY AN ILLEGAL. AM SHOUTING ALL CAPS BECAUSE TODAY IT WAS TWO REPORTED. THE OTHER IN ALABAMA. THIS IS ON YOU!,1,CAT,0,0
1466,1665,Hate,seats in our Stadium..for the yah,1,CAT,0,0
1467,1666,Hate,"Only miserable Remaniac European migrants here would jack in good jobs &amp; go back home. Just to make a point. Quite probably the ones on benefits in fact. Not wanted anyway. All the ones I know are quite happy and don't whinge about shite so don't seem to get any ""hate"". Clue?",0,CAT,0,0
1468,1667,Hate,"News in Numbers: India to US is the busiest route for migration of skilled labourers, World Bank report says",0,CAT,0,0
1469,1668,Hate,"Thank you to everyone who has participated in our World Refugee Day campaign this month, by giving, fundraising, advocating, and praying! Because of your efforts, refugees across the U.S. will have the support they need to rebuild their lives. Give here _x009d_",0,CAT,0,0
1470,1669,Hate,WATCH: German women say migrants rape women because it is allowed under Islamic culture - Free Speech Time -,1,CAT,0,0
1471,1670,Hate,August am - pm in Newton Surrey..I am organizing a block party for low income and immigrant children. I am looking for any supports possible. My grant from Vancouver Foundation covers live music $100.00 and $100.00 for art supplies$300.00 toward food/juices/deserts.,0,CAT,0,0
1472,1671,Hate,Sweden Inc. sounds alarm as election signals jobs clampdown on immigrants,0,CAT,0,0
1473,1672,Hate,"Dtention administrative des , un entretien avec Christin Achermann et Laura Rezzonico .",0,CAT,0,0
1474,1673,Hate,"Muslim migrant beheads -year-old girl, Merkel bans media.. You are suppose to protect your people. Shame on you. The next head could be yours. Dont trust your Muslim friends.",1,CAT,0,0
1475,1674,Hate,So the economic migration crisis will now get rapidly worse into . And anyone opining that a province like Ontario can absorb a million people into the social infrastructure is not understanding the macro events underway and the system collapse that would trigger.,1,CAT,0,0
1476,1675,Hate,"* Croatia : The Croatian authorities, surprisingly, reject the EUs bid of euros per migrant. _x008f_",1,CAT,0,0
1477,1676,Hate,VIDEO: Legal Defends Trumps Policies -,0,CAT,0,0
1478,1677,Hate,"I'm a couple days late, but you should read this story from on the real estate business of immigrant detention centers:",0,CAT,0,0
1479,1678,Hate,THIS IS WHY WE NEED,1,CAT,0,0
1480,1679,Hate,council for Muslims shut up fed up of your winging you never speak against racism against Jews or Christians and others yet the Jewish Voice speaks against Islamophobia we hate Tories but they give Syrians refugees hope what r u given us sw,0,CAT,0,0
1481,1680,Hate,Orthodox Church attacked in hate crime against Christians. The Church of Michael the Archangel in Grozny was attacked by armed jihadists this evening service. Worshippers and law enforcement officers killed....,0,CAT,0,0
1482,1681,Hate,Poll: Overwhelming Support For President Trump ImmigrationPositions.,0,CAT,0,0
1483,1682,Hate,A immigrant's long journey to asylum in the U.S.,0,CAT,0,0
1484,1683,Hate,"Burdens and assistance to refugees and IDPs deserves recognition., Antonio Jose Canhandula, UNHCR Rep to Nigeria and ECOWAS.",0,CAT,0,0
1485,1684,Hate,"Candace Owens is a real feminist! She cares about women's issues! Well... except victims of sexual assault and rape... oh and trans women... And immigrant women... Mothers who's children have been kidnapped by the government... But yeah, she care about women's issues...",0,CAT,0,0
1486,1685,Hate,Imran Khan set to appoint Pakistans own Dr Strangelove as his defence minister,0,CAT,0,0
1487,1686,Hate,"Cant stand this policy. If not for immigration issue, is not worth supporting. War with Iran will kill off GOP for good.",0,CAT,0,0
1488,1687,Hate,"See why South Texas is the most volatile area along entire with MexicoWhy we need to alien & MS13 arrests, stash houses, cartel exploits, drug seizures, Agent assaults, rescues & much more",1,CAT,0,0
1489,1688,Hate,Hundreds of Syrian refugees return home from Lebanon - ABC News,0,CAT,0,0
1490,1689,Hate,"Made your bed, now lie in the flea pit you created 'Tourists go home, refugees welcome': why Barcelona chose migrants over visitors",0,CAT,0,0
1491,1690,Hate,"...wait for it...guess what? Theyre Native Americans !! You know, the people who lived here waaaayyy before ur white-ass ancestors colonized the country. So if anyones an immigrant, its you hun",0,CAT,0,0
1492,1691,Hate,USA media probably still thinks this is about women and children refugees as opposed to the reality of aggressive male migrants from violent regions.,0,CAT,0,0
1493,1692,Hate,Canada has spent $166 million on economic migrants so farPeople entering from the US are in no danger and are not refugees. Canada is simply relieving the US of the burden.,0,CAT,0,0
1494,1693,Hate,Who knows there are a lot if Irish Illegal Aliens too ! I dont think of Illegal Immigration as a race but a status,0,CAT,0,0
1495,1694,Hate,He looks like a lier. And sure he did.,0,CAT,0,0
1496,1695,Hate,. Is there an update on the ? Louisivillians want their charges dropped! They shouldnt be facing charges for free speech and protesting and ICEs terrorism of immigrant communities.,0,CAT,0,0
1497,1696,Hate,"Illegal Alien Kidnapped -Year-Old Girl, Kept Her As Sex Slave via",1,CAT,0,0
1498,1697,Hate,same party that authorised vans going around telling immigrants to go home uno,0,CAT,0,0
1499,1698,Hate,"Put this under the category: News the MSM somehow ALWAYS manages to missUK: Muslim school teaches to KILL non-Muslims (Islamic Sharia Law) : Easy come, easy GO!!",1,CAT,0,0
1500,1699,Hate,"Tomorrow night our guest speaker is Madeleine Bair, an Oakland-native and award-winning journalist, will be talking about El Tmpano, a deep listening project centered around Oakland's Latino immigrant population. Please RSVP if you plan to attend:",0,CAT,0,0
1501,1700,Hate,Stop the invasion of rd world immigrants. Support Europeans to have more children. Preserve our culture and history. Stop Islam!,1,CAT,0,0
1502,1701,Hate,It would be HUUUUGE if succeeds in killing special UN refugee agency for special people----Palestinians! We pay for largest portion of UNRWA so that Palestinians remain thorn in side of Israel for decades!,1,CAT,0,0
1503,1702,Hate,"is this what you would call karma? like how do you as a mexican person vote and support trump, have an illegal immigrant as a wife &amp; act shocked when she gets deported?",0,CAT,0,0
1504,1703,Hate,And I urge Mattis to reject the Dems demand.,1,CAT,0,0
1506,1704,Hate,The EUs migration solution? Throw cash at the problem,0,CAT,0,0
1507,1705,Hate,He can take his family with him ILLEGAL IS ILLEGAL ! Not Above U.S Laws Deport ASAP FAKE Scam Take Your Family and Stop Living Off My Family taxes go Home No,1,CAT,0,0
1508,1706,Hate,Americans Agree with on we can not afford to give welfare to illegals while U.S Citizens are homeless,1,CAT,0,0
